27	1.471824914909714
avril	1.1707949192457328
cnr	0.6498947399474831
décerner	1.6681195600536822
fois	0.5400897464682404
médaill	1.513217600067939
innovation	0.3429558846729816
valéri	2.2121876044039577
pécresse	2.2121876044039577
ministre	1.3992742477611022
enseignement	0.8230215200394253
supérieur	0.8230215200394253
origin	1.4340363540203143
création	0.9004337433482035
souhaiter	0.7808238402449705
honorer	2.513217600067939
ingénieur	0.7208259105696851
travailler	0.5941395076918651
établissement	1.0218559062336663
public	0.7423655884257948
université	1.0818538359089518
grand	0.36092925568488254
école	1.0818538359089518
industriel	0.4268577693931908
développer	0.4639995773977574
marquer	1.6681195600536822
édition	0.7650295730617386
nouveau	0.26770493225378916
distinction	1.9111576087399766
attribuer	1.7350663496842953
trois	0.5736983474493205
réputé	1.367089564389701
économiste	1.6101276130759954
esther	2.513217600067939
duflo	2.513217600067939
roboticien	2.2121876044039577
françois	1.5589750906286142
pierrot	2.2121876044039577
physicien	1.3371263410122578
directeur	0.6936736645260704
institut	0.5132176000679389
langevin	2.2121876044039577
onde	1.367089564389701
image	1.0660595687257197
créer	0.5889383140060573
janvier	1.0218559062336663
2009	1.212187604403958
ecole	0.7972142564331398
physique	1.0360963453482765
chimie	1.0218559062336663
ville	1.282768678689665
pari	0.5941395076918651
espci	1.8142475957319202
remarquable	1.513217600067939
exemple	0.7138770506143574
innover	1.1707949192457328
traval	0.5638275934230262
équipe	0.471824914909714
aboutir	1.1152775913959014
quatre	1.1152775913959014
start	1.151489764050346
up	1.098244252097121
totalisent	2.513217600067939
230	2.2121876044039577
personne	0.6439858803369628
domaine	0.45631274873146643
varier	1.282768678689665
médecine	2.0360963453482768
télécommunications	1.7350663496842953
multimédia	2.513217600067939
objet	0.850459768386365
tactile	2.0360963453482768
j	1.133006358356333
aime	2.513217600067939
transformer	1.6101276130759954
ider	0.9947036601900515
fondamental	1.23446399911511
produit	0.7728549105736952
innovant	0.9111576087399766
préciser	0.5400897464682404
emblé	1.282768678689665
parvenir	0.9450158760009439
falloir	0.7138770506143574
trouver	0.8600050862925953
terrain	1.212187604403958
propice	2.0360963453482768
fin	0.7423655884257948
année	0.37967869169772145
1980	1.8142475957319202
occasion	0.6807086873617026
rencontre	1.0660595687257197
george	1.9111576087399766
charpak	2.513217600067939
prix	1.0360963453482765
nobel	1.6681195600536822
1992	1.7350663496842953
aller	0.37967869169772145
découvrir	0.9221529930414398
coeur	0.7573427443954476
montagn	1.9111576087399766
saint	1.257945094964633
genevièv	1.9111576087399766
plein	1.513217600067939
laboratoire	0.471824914909714
français	0.5494297727223838
solide	1.1152775913959014
autour	0.5589750906286142
concept	1.1909983053340196
renversement	2.513217600067939
temps	0.6498947399474831
bel	1.367089564389701
qualifient	2.513217600067939
connaisseur	2.2121876044039577
intéresser	0.7208259105696851
secteur	0.5736983474493205
aéronautique	1.133006358356333
dassault	2.2121876044039577
aerospatial	2.513217600067939
snecma	2.2121876044039577
turboméca	2.513217600067939
prêt	1.7350663496842953
financer	0.9947036601900515
époque	1.6681195600536822
milieu	1.098244252097121
peu	0.6807086873617026
